"Var1"	"Freq"
"1005"	"PEPD"	23
"1006"	"PPP1R3A"	23
"1007"	"PRODH"	23
"1008"	"RAF-1"	23
"1009"	"RARRES2"	23
"1010"	"SARDH"	23
"1011"	"SESN2"	23
"1012"	"SGK1"	23
"1013"	"SMO"	23
"1014"	"SPDEF"	23
"1015"	"TRAF4"	23
"1016"	"TRPM8"	23
"1017"	"VCP"	23
"1018"	"ABCC5"	22
"1019"	"ALOX12"	22
"1020"	"ANO1"	22
"1021"	"AREG"	22
"1022"	"BIK"	22
"1023"	"BTG3"	22
"1024"	"C10"	22
"1025"	"C2"	22
"1026"	"CCNE2"	22
"1027"	"CDC25B"	22
"1028"	"CLDN6"	22
"1029"	"CLTB"	22
"1030"	"CSF1R"	22
"1031"	"DBP"	22
"1032"	"EIF4G1"	22
"1033"	"ENG"	22
"1034"	"ERBB4"	22
"1035"	"ETS2"	22
"1036"	"FLNA"	22
"1037"	"GDE1"	22
"1038"	"JPT1"	22
"1039"	"KCNH2"	22
"1040"	"KCNN4"	22
"1041"	"LKB1"	22
"1042"	"LMNA"	22
"1043"	"MAP2K2"	22
"1044"	"MPST"	22
"1045"	"NDRG1"	22
"1046"	"PAR2"	22
"1047"	"PFKFB3"	22
"1048"	"PIK3R1"	22
"1049"	"PTPRJ"	22
"1050"	"REGUCALCIN"	22
"1051"	"SDC1"	22
"1052"	"SLFN12"	22
"1053"	"STIM1"	22
"1054"	"TFF3"	22
"1055"	"TNFSF13B"	22
"1056"	"TR-AP"	22
"1057"	"VERSICAN"	22
"1058"	"WNT"	22
"1059"	"AXIN2"	21
"1060"	"BAG1"	21
"1061"	"BIRC7"	21
"1062"	"CALM1"	21
"1063"	"CALR"	21
"1064"	"CATECHOL-O-METHYLTRANSFERASE"	21
"1065"	"CCND2"	21
"1066"	"CDHR5"	21
"1067"	"CEA"	21
"1068"	"CIP2A"	21
"1069"	"CSF1"	21
"1070"	"CXCL2"	21
"1071"	"CYP2C9"	21
"1072"	"EWSR1"	21
"1073"	"FGF-1"	21
"1074"	"GPR55"	21
"1075"	"HMGCR"	21
"1076"	"HSD17B1"	21
"1077"	"HSP90A"	21
"1078"	"IGFBP2"	21
"1079"	"IGFBP7"	21
"1080"	"IRS2"	21
"1081"	"KAT5"	21
"1082"	"KRT18"	21
"1083"	"KRT8"	21
"1084"	"LY96"	21
"1085"	"MDA-7"	21
"1086"	"MDM4"	21
"1087"	"MLIP"	21
"1088"	"MYB"	21
"1089"	"NDUFA13"	21
"1090"	"P16INK4A"	21
"1091"	"P2RX3"	21
"1092"	"PAI-1"	21
"1093"	"PKC-DELTA"	21
"1094"	"RARG"	21
"1095"	"RORC"	21
"1096"	"SPLA2"	21
"1097"	"STAT5"	21
"1098"	"TFF2"	21
"1099"	"UGCG"	21
"1100"	"UGT2B7"	21
"1101"	"XRCC1"	21
"1102"	"BASP1"	20
"1103"	"C3"	20
"1104"	"CACNA1H"	20
"1105"	"CALCA"	20
"1106"	"CASPASE 8"	20
"1107"	"CD55"	20
"1108"	"CLDN2"	20
"1109"	"CYP17A1"	20
"1110"	"CYP3A"	20
"1111"	"CYP4V2"	20
"1112"	"DK1"	20
"1113"	"EPIDERMAL GROWTH FACTOR"	20
"1114"	"FGF7"	20
"1115"	"GTF2B"	20
"1116"	"HDAC8"	20
"1117"	"HTR"	20
"1118"	"IAPP"	20
"1119"	"IFNA2"	20
"1120"	"LGALS3"	20
"1121"	"P38 MITOGEN-ACTIVATED PROTEIN KINASE"	20
"1122"	"PDCD1"	20
"1123"	"PIK3R2"	20
"1124"	"POMC"	20
"1125"	"PTGER1"	20
"1126"	"PTPN22"	20
"1127"	"RREB1"	20
"1128"	"S100A4"	20
"1129"	"SELENBP1"	20
"1130"	"SELP"	20
"1131"	"STAB2"	20
"1132"	"TAC1"	20
"1133"	"TGFBI"	20
"1134"	"TRPM-2"	20
"1135"	"VEGF-A"	20
"1136"	"WISP1"	20
"1137"	"ADAM9"	19
"1138"	"ADGRL1"	19
"1139"	"ARHGEF2"	19
"1140"	"CA1"	19
"1141"	"CAMKK2"	19
"1142"	"CASP6"	19
"1143"	"CASPASE 9"	19
"1144"	"CD147"	19
"1145"	"CD19"	19
"1146"	"CDA"	19
"1147"	"CDK7"	19
"1148"	"CPLANE1"	19
"1149"	"CXCR2"	19
"1150"	"CYCLIN A"	19
"1151"	"DIRAS3"	19
"1152"	"DUSP6"	19
"1153"	"EEF2K"	19
"1154"	"EFS"	19
"1155"	"EP2"	19
"1156"	"FPR2"	19
"1157"	"G6PC"	19
"1158"	"GLB1"	19
"1159"	"GPC3"	19
"1160"	"GSTM1"	19
"1161"	"HSPA9"	19
"1162"	"IFN-ALPHA"	19
"1163"	"IL-13"	19
"1164"	"IRF-1"	19
"1165"	"IRF1"	19
"1166"	"ITGAL"	19
"1167"	"KAT2B"	19
"1168"	"LEPTIN"	19
"1169"	"NCF1"	19
"1170"	"NCOA3"	19
"1171"	"NELFCD"	19
"1172"	"NT5E"	19
"1173"	"NTRK1"	19
"1174"	"P40"	19
"1175"	"P4HB"	19
"1176"	"PLA2"	19
"1177"	"PPIF"	19
"1178"	"PTGIS"	19
"1179"	"PTGR1"	19
"1180"	"RPS6KA5"	19
"1181"	"SLC31A1"	19
"1182"	"STS"	19
"1183"	"TACSTD2"	19
"1184"	"TFAP2A"	19
"1185"	"UGT"	19
"1186"	"XRCC5"	19
"1187"	"AAG"	18
"1188"	"AHH"	18
"1189"	"ARL6IP5"	18
"1190"	"ATP2A2"	18
"1191"	"BMP1"	18
"1192"	"BP1"	18
"1193"	"CASP14"	18
"1194"	"CASP4"	18
"1195"	"CB1"	18
"1196"	"CERS6"	18
"1197"	"CIAPIN1"	18
"1198"	"DNAJB4"	18
"1199"	"EFNA1"	18
"1200"	"EPHA2"	18
"1201"	"GHRELIN"	18
"1202"	"GPI"	18
"1203"	"HDAC4"	18
"1204"	"HDGF"	18
"1205"	"HOXB13"	18
"1206"	"KCNMB2"	18
"1207"	"KMT2A"	18
"1208"	"LTB4R2"	18
"1209"	"M-CSF"	18
"1210"	"MGLUR5"	18
"1211"	"MMP8"	18
"1212"	"MRP8"	18
"1213"	"MVP"	18
"1214"	"MYLK"	18
"1215"	"PAWR"	18
"1216"	"PAX1"	18
"1217"	"PES1"	18
"1218"	"PIK3CG"	18
"1219"	"PLA2G7"	18
"1220"	"PROLACTIN"	18
"1221"	"PTGER3"	18
"1222"	"PTH"	18
"1223"	"RASD1"	18
"1224"	"RTKN"	18
"1225"	"SHP-2"	18
"1226"	"TIMP-1"	18
"1227"	"TRAF1"	18
"1228"	"TUBERIN"	18
"1229"	"VEGFR2"	18
"1230"	"VTN"	18
"1231"	"WAF1"	18
"1232"	"12-LOX"	17
"1233"	"AADAC"	17
"1234"	"ABCA1"	17
"1235"	"ACACA"	17
"1236"	"ADAMTS4"	17
"1237"	"ALDH3A1"	17
"1238"	"ALPI"	17
"1239"	"ANXA2"	17
"1240"	"AQP1"	17
"1241"	"ATP2A3"	17
"1242"	"ATP2C1"	17
"1243"	"BCAR1"	17
"1244"	"BMP4"	17
"1245"	"CBR3"	17
"1246"	"CD25"	17
"1247"	"CDKN2C"	17
"1248"	"CYCLIN B1"	17
"1249"	"FANCC"	17
"1250"	"FGF23"	17
"1251"	"FMOD"	17
"1252"	"G-CSF"	17
"1253"	"GADD45B"	17
"1254"	"GGT"	17
"1255"	"GH"	17
"1256"	"GP120"	17
"1257"	"HOXC10"	17
"1258"	"IGFBP6"	17
"1259"	"IL-24"	17
"1260"	"IL7"	17
"1261"	"LAMTOR5"	17
"1262"	"LC3"	17
"1263"	"LIN28A"	17
"1264"	"LPO"	17
"1265"	"LTA"	17
"1266"	"MKK4"	17
"1267"	"MSK1"	17
"1268"	"NEK2"	17
"1269"	"NF2"	17
"1270"	"NRF1"	17
"1271"	"PDK4"	17
"1272"	"PDPK1"	17
"1273"	"PKC-ALPHA"	17
"1274"	"PTGER2"	17
"1275"	"PTGES"	17
"1276"	"RHOB"	17
"1277"	"ROCK1"	17
"1278"	"SLC16A3"	17
"1279"	"TET1"	17
"1280"	"TFPI2"	17
"1281"	"TMSB4X"	17
"1282"	"TPO"	17
"1283"	"TRX"	17
"1284"	"ULBP1"	17
"1285"	"VWF"	17
"1286"	"AAGAB"	16
"1287"	"ALPHA-SMA"	16
"1288"	"ANF"	16
"1289"	"ARF1"	16
"1290"	"ASK1"	16
"1291"	"B7.1"	16
"1292"	"CDKN3"	16
"1293"	"CSK"	16
"1294"	"CUL3"	16
"1295"	"CYP2D6"	16
"1296"	"DDIT4"	16
"1297"	"DEPP1"	16
"1298"	"DFFB"	16
"1299"	"ENOX1"	16
"1300"	"ESS2"	16
"1301"	"FAP"	16
"1302"	"FGFR4"	16
"1303"	"GAS6"	16
"1304"	"GCG"	16
"1305"	"GPR30"	16
"1306"	"HSPA2"	16
"1307"	"HSPA8"	16
"1308"	"KIP1"	16
"1309"	"KLK10"	16
"1310"	"LAMP1"	16
"1311"	"MAGT1"	16
"1312"	"MAP2K3"	16
"1313"	"MARK2"	16
"1314"	"MICA"	16
"1315"	"MMP-13"	16
"1316"	"MMRN1"	16
"1317"	"MSN"	16
"1318"	"NGFR"	16
"1319"	"NME2"	16
"1320"	"NR2F1"	16
"1321"	"NRG1"	16
"1322"	"NURR1"	16
"1323"	"OGT"	16
"1324"	"OPG"	16
"1325"	"P16"	16
"1326"	"PDGFR"	16
"1327"	"PGK1"	16
"1328"	"PIKFYVE"	16
"1329"	"PIP"	16
"1330"	"PRSS50"	16
"1331"	"PTCH1"	16
"1332"	"PTER"	16
"1333"	"REXO2"	16
"1334"	"ROBO1"	16
"1335"	"S100A9"	16
"1336"	"SH3GL1"	16
"1337"	"SLC17A5"	16
"1338"	"SMAD1"	16
"1339"	"SUMO1"	16
"1340"	"TK1"	16
"1341"	"TXNRD2"	16
"1342"	"TYMP"	16
"1343"	"ULBP2"	16
"1344"	"WISP3"	16
"1345"	"ABCC4"	15
"1346"	"AIF-1"	15
"1347"	"BRF2"	15
"1348"	"C-MET"	15
"1349"	"C4A"	15
"1350"	"CCAR2"	15
"1351"	"CD28"	15
"1352"	"CD74"	15
"1353"	"CD83"	15
"1354"	"CDC2"	15
"1355"	"CHP1"	15
"1356"	"COPS8"	15
"1357"	"DCK"	15
"1358"	"DERL1"	15
"1359"	"DKC1"	15
"1360"	"DYRK1B"	15
"1361"	"ELAVL1"	15
"1362"	"ELK1"	15
"1363"	"FATTY ACID SYNTHASE"	15
"1364"	"FCERI"	15
"1365"	"FCGR3A"	15
"1366"	"FKHRL1"	15
"1367"	"GNRHR"	15
"1368"	"GPR68"	15
"1369"	"GUSB"	15
"1370"	"IL6R"	15
"1371"	"INTERLEUKIN-4"	15
"1372"	"KIF11"	15
"1373"	"NCAM1"	15
"1374"	"NEDD4"	15
"1375"	"NEDD9"	15
"1376"	"NFE2"	15
"1377"	"NMB"	15
"1378"	"NOTCH4"	15
"1379"	"P2Y12"	15
"1380"	"P70-S6K"	15
"1381"	"PCB"	15
"1382"	"PEG10"	15
"1383"	"PGHS-2"	15
"1384"	"PHKA2"	15
"1385"	"PKD2"	15
"1386"	"POLY(ADP-RIBOSE) POLYMERASE"	15
"1387"	"POSTN"	15
"1388"	"PROGESTERONE RECEPTOR"	15
"1389"	"PTN"	15
"1390"	"PXR"	15
"1391"	"QRSL1"	15
"1392"	"RICTOR"	15
"1393"	"SFRP2"	15
"1394"	"SGCB"	15
"1395"	"SLC2A2"	15
"1396"	"SLPI"	15
"1397"	"SOS1"	15
"1398"	"TGFB"	15
"1399"	"TGFBR1"	15
"1400"	"TICAM1"	15
"1401"	"TMPRSS2"	15
"1402"	"TRAP1"	15
"1403"	"TWEAK"	15
"1404"	"UCK2"	15
"1405"	"USP9X"	15
"1406"	"ZG16B"	15
"1407"	"ADAM10"	14
"1408"	"ADAMTS9"	14
"1409"	"ADRA1D"	14
"1410"	"AHRR"	14
"1411"	"ALDH7A1"	14
"1412"	"AMH"	14
"1413"	"ANP32B"	14
"1414"	"APOM"	14
"1415"	"BCL2L12"	14
"1416"	"BGN"	14
"1417"	"CASP10"	14
"1418"	"CCL13"	14
"1419"	"CEACAM3"	14
"1420"	"CERS2"	14
"1421"	"CLU"	14
"1422"	"CMC2"	14
"1423"	"CNR2"	14
"1424"	"COL18A1"	14
"1425"	"CONNEXIN 43"	14
"1426"	"DACH1"	14
"1427"	"DDX53"	14
"1428"	"DEGS1"	14
"1429"	"DUSP2"	14
"1430"	"EDNRB"	14
"1431"	"EGLN1"	14
"1432"	"ENV"	14
"1433"	"EP4"	14
"1434"	"EZRIN"	14
"1435"	"F2RL3"	14
"1436"	"FOXP1"	14
"1437"	"FUT1"	14
"1438"	"FZD1"	14
"1439"	"GJB1"	14
"1440"	"GSTA2"	14
"1441"	"GTF2H2"	14
"1442"	"HEME OXYGENASE 1"	14
"1443"	"HEXIM1"	14
"1444"	"HMX1"	14
"1445"	"HOXA9"	14
"1446"	"HSL"	14
"1447"	"HSP60"	14
"1448"	"IKKB"	14
"1449"	"IL17B"	14
"1450"	"IL5"	14
"1451"	"KCNA1"	14
"1452"	"MCM2"	14
"1453"	"MMP-3"	14
"1454"	"MMP19"	14
"1455"	"MSH6"	14
"1456"	"MT1-MMP"	14
"1457"	"NKD2"	14
"1458"	"PAOX"	14
"1459"	"PARK7"	14
"1460"	"PKR"	14
"1461"	"POLB"	14
"1462"	"RBL1"	14
"1463"	"RFPL3"	14
"1464"	"RPTOR"	14
"1465"	"RRM1"	14
"1466"	"RRM2B"	14
"1467"	"S100B"	14
"1468"	"SH2B3"	14
"1469"	"SIRT5"	14
"1470"	"SLC9C1"	14
"1471"	"SMARCA2"	14
"1472"	"SMARCB1"	14
"1473"	"SOD3"	14
"1474"	"SPR"	14
"1475"	"TGFBR2"	14
"1476"	"TOP2B"	14
"1477"	"TTF-1"	14
"1478"	"VTCN1"	14
"1479"	"15-PGDH"	13
"1480"	"ACTIVATOR PROTEIN 1"	13
"1481"	"ADROPIN"	13
"1482"	"AIFM2"	13
"1483"	"AKR1C2"	13
"1484"	"BANP"	13
"1485"	"BTC"	13
"1486"	"CATHEPSIN K"	13
"1487"	"CCR3"	13
"1488"	"CDK8"	13
"1489"	"CFL1"	13
"1490"	"CKLF"	13
"1491"	"CXCR1"	13
"1492"	"DECR1"	13
"1493"	"DUSP7"	13
"1494"	"E2F3"	13
"1495"	"EEF2"	13
"1496"	"ENO2"	13
"1497"	"FANCB"	13
"1498"	"FANCD2"	13
"1499"	"FOXD3"	13
"1500"	"FSCN1"	13
"1501"	"GAL3ST1"	13
"1502"	"GDF2"	13
"1503"	"GLUD1"	13
"1504"	"GNRH2"	13
"1505"	"GR"	13
"1506"	"HCCS"	13
"1507"	"HSD17B7"	13
"1508"	"ICOS"	13
"1509"	"IKK-ALPHA"	13
"1510"	"IL-17A"	13
"1511"	"IL3"	13
"1512"	"ITPR3"	13
"1513"	"KAT8"	13
"1514"	"KIF15"	13
"1515"	"KLF5"	13
"1516"	"MAOA"	13
"1517"	"MARCKS"	13
"1518"	"MECP2"	13
"1519"	"MUC15"	13
"1520"	"NDRG2"	13
"1521"	"NF-E2-RELATED FACTOR 2"	13
"1522"	"NFATC3"	13
"1523"	"NOTCH3"	13
"1524"	"PAPPA"	13
"1525"	"PHEX"	13
"1526"	"PPA1"	13
"1527"	"PRKAB1"	13
"1528"	"PRMT1"	13
"1529"	"PSMA5"	13
"1530"	"PXDN"	13
"1531"	"RBL2"	13
"1532"	"RIP"	13
"1533"	"RPS6"	13
"1534"	"SEC14L2"	13
"1535"	"SLC2A4"	13
"1536"	"SLC5A5"	13
"1537"	"SLC7A1"	13
"1538"	"SMOX"	13
"1539"	"TAGLN"	13
"1540"	"TCF7L2"	13
"1541"	"TLR-4"	13
"1542"	"TNFR2"	13
"1543"	"TNFRSF11A"	13
"1544"	"TRADD"	13
"1545"	"TSC"	13
"1546"	"VEGFD"	13
"1547"	"ACKR3"	12
"1548"	"ACSL4"	12
"1549"	"ALDH1L1"	12
"1550"	"AMBP"	12
"1551"	"ANG"	12
"1552"	"APA"	12
"1553"	"APOJ"	12
"1554"	"ATF1"	12
"1555"	"ATG3"	12
"1556"	"BCL3"	12
"1557"	"BCR/ABL"	12
"1558"	"BGLAP"	12
"1559"	"BMF"	12
"1560"	"BOK"	12
"1561"	"BRM"	12
"1562"	"BUB1"	12
"1563"	"C-FMS"	12
"1564"	"CACNA1G"	12
"1565"	"CC10"	12
"1566"	"CCNH"	12
"1567"	"CDC123"	12
"1568"	"CGB3"	12
"1569"	"CMPD1"	12
"1570"	"CPLA2"	12
"1571"	"CRH"	12
"1572"	"CRM1"	12
"1573"	"CX32"	12
"1574"	"CXCL5"	12
"1575"	"DAB2"	12
"1576"	"DDAH2"	12
"1577"	"DHPS"	12
"1578"	"DPYSL3"	12
"1579"	"EPIREGULIN"	12
"1580"	"ERK5"	12
"1581"	"EVA1C"	12
"1582"	"FAAH"	12
"1583"	"FABP7"	12
"1584"	"FGF18"	12
"1585"	"FGF5"	12
"1586"	"GCK"	12
"1587"	"GCLM"	12
"1588"	"GDF10"	12
"1589"	"GJA4"	12
"1590"	"GMNN"	12
"1591"	"GTF2I"	12
"1592"	"HCAR1"	12
"1593"	"HDAC"	12
"1594"	"HDC"	12
"1595"	"HMBS"	12
"1596"	"HMMR"	12
"1597"	"HNF1A"	12
"1598"	"HNRNPA1"	12
"1599"	"ID2"	12
"1600"	"IGFBP5"	12
"1601"	"IKAROS"	12
"1602"	"IL11"	12
"1603"	"INPP4B"	12
"1604"	"INTERLEUKIN 2"	12
"1605"	"IRF4"	12
"1606"	"ITGA4"	12
"1607"	"KDM1B"	12
"1608"	"LDHB"	12
"1609"	"LGALS4"	12
"1610"	"LILRB1"	12
"1611"	"LIN28B"	12
"1612"	"MAD1L1"	12
"1613"	"MDC1"	12
"1614"	"MEF"	12
"1615"	"MXD3"	12
"1616"	"MYLK3"	12
"1617"	"NOS1"	12
"1618"	"OLR1"	12
"1619"	"P2RY1"	12
"1620"	"P75"	12
"1621"	"P85"	12
"1622"	"PCSK9"	12
"1623"	"PD-L1"	12
"1624"	"PDE4A"	12
"1625"	"PDE4D"	12
"1626"	"PI3"	12
"1627"	"PIK3CB"	12
"1628"	"PKCA"	12
"1629"	"PKN1"	12
"1630"	"PRDX2"	12
"1631"	"PVR"	12
"1632"	"PYK2"	12
"1633"	"RELB"	12
"1634"	"RETN"	12
"1635"	"RFK"	12
"1636"	"RP2"	12
"1637"	"SIN3A"	12
"1638"	"SRF"	12
"1639"	"STIL"	12
"1640"	"STOML2"	12
"1641"	"TACR1"	12
"1642"	"TAT"	12
"1643"	"TBP"	12
"1644"	"TOLLIP"	12
"1645"	"TRPC6"	12
"1646"	"TRPV6"	12
"1647"	"TXK"	12
"1648"	"UDPGT"	12
"1649"	"XCL1"	12
"1650"	"A20"	11
"1651"	"ADIPOR2"	11
"1652"	"APAF-1"	11
"1653"	"AROMATASE"	11
"1654"	"BACE1"	11
"1655"	"BLT2"	11
"1656"	"CA12"	11
"1657"	"CCKBR"	11
"1658"	"CD1C"	11
"1659"	"CD38"	11
"1660"	"CD82"	11
"1661"	"CLDN7"	11
"1662"	"CREM"	11
"1663"	"CTRP9"	11
"1664"	"CTSK"	11
"1665"	"CYP"	11
"1666"	"CYP2J2"	11
"1667"	"DRG1"	11
"1668"	"E2F2"	11
"1669"	"EIF5A"	11
"1670"	"ERAL1"	11
"1671"	"EREG"	11
"1672"	"FCGR1A"	11
"1673"	"FTS"	11
"1674"	"GC-1"	11
"1675"	"GCNT1"	11
"1676"	"GLIAL FIBRILLARY ACIDIC PROTEIN"	11
"1677"	"GYPA"	11
"1678"	"HIGH MOBILITY GROUP BOX 1"	11
"1679"	"HIST2H3C"	11
"1680"	"HSF-1"	11
"1681"	"IL17F"	11
"1682"	"IL23A"	11
"1683"	"IL27"	11
"1684"	"INS-1"	11
"1685"	"INTERCELLULAR ADHESION MOLECULE 1"	11
"1686"	"IQGAP1"	11
"1687"	"IRF5"	11
"1688"	"IVL"	11
"1689"	"JARID1B"	11
"1690"	"KISS1R"	11
"1691"	"LCB"	11
"1692"	"LGI1"	11
"1693"	"LTBR"	11
"1694"	"MAP2K6"	11
"1695"	"MBP"	11
"1696"	"ME1"	11
"1697"	"MKNK1"	11
"1698"	"MMP-7"	11
"1699"	"MT-CO3"	11
"1700"	"MUC16"	11
"1701"	"MYT1"	11
"1702"	"NCOR2"	11
"1703"	"NEU"	11
"1704"	"NEURL1"	11
"1705"	"NOXA"	11
"1706"	"NPY"	11
"1707"	"NTN1"	11
"1708"	"NUDT6"	11
"1709"	"PCDH17"	11
"1710"	"PKC-GAMMA"	11
"1711"	"PKCD"	11
"1712"	"PLA2G2A"	11
"1713"	"PLIN1"	11
"1714"	"POU3F2"	11
"1715"	"PR1"	11
"1716"	"PRIMA1"	11
"1717"	"PRPF4B"	11
"1718"	"PTAFR"	11
"1719"	"PTHRP"	11
"1720"	"RACK1"	11
"1721"	"RBMS1"	11
"1722"	"RNF112"	11
"1723"	"SERPINE2"	11
"1724"	"SFTPD"	11
"1725"	"SHBG"	11
"1726"	"SI"	11
"1727"	"SLCO2B1"	11
"1728"	"SRI"	11
"1729"	"STAT4"	11
"1730"	"T-CADHERIN"	11
"1731"	"TAGLN2"	11
"1732"	"TBK1"	11
"1733"	"THIOREDOXIN"	11
"1734"	"TNFSF9"	11
"1735"	"TOP1"	11
"1736"	"TP53I3"	11
"1737"	"TSPAN31"	11
"1738"	"TSPYL2"	11
"1739"	"TYRO3"	11
"1740"	"UROKINASE-TYPE PLASMINOGEN ACTIVATOR"	11
"1741"	"USF1"	11
"1742"	"USP18"	11
"1743"	"WNT7A"	11
"1744"	"XO"	11
"1745"	"ZEB2"	11
"1746"	"ACE2"	10
"1747"	"ACP1"	10
"1748"	"ADORA2A"	10
"1749"	"AFF1"	10
"1750"	"ALDH2"	10
"1751"	"ANXA6"	10
"1752"	"APOLIPOPROTEIN E"	10
"1753"	"AQP5"	10
"1754"	"ASCL1"	10
"1755"	"B-RAF"	10
"1756"	"BEAN1"	10
"1757"	"C-KIT"	10
"1758"	"CCL19"	10
"1759"	"CCL20"	10
"1760"	"CCNC"	10
"1761"	"CDX2"	10
"1762"	"CITED2"	10
"1763"	"COPS6"	10
"1764"	"COX"	10
"1765"	"CRCP"	10
"1766"	"CRKL"	10
"1767"	"CRMP1"	10
"1768"	"CSF-1"	10
"1769"	"CSNK1E"	10
"1770"	"CT-1"	10
"1771"	"CUL4A"	10
"1772"	"CYB5R3"	10
"1773"	"CYLD"	10
"1774"	"DBT"	10
"1775"	"DMBT1"	10
"1776"	"ECE"	10
"1777"	"EIF-2ALPHA"	10
"1778"	"EP3"	10
"1779"	"ETV1"	10
"1780"	"FCER1A"	10
"1781"	"FGF9"	10
"1782"	"FHIT"	10
"1783"	"FN14"	10
"1784"	"GH1"	10
"1785"	"GSTA1"	10
"1786"	"HAX1"	10
"1787"	"HHEX"	10
"1788"	"HIPK2"	10
"1789"	"HMGCS2"	10
"1790"	"IFNAR1"	10
"1791"	"IFNAR2"	10
"1792"	"INHBE"	10
"1793"	"ITGAV"	10
"1794"	"JNK2"	10
"1795"	"KCNK2"	10
"1796"	"KDM6B"	10
"1797"	"KIF20A"	10
"1798"	"KIM-1"	10
"1799"	"KRT20"	10
"1800"	"LF"	10
"1801"	"LIG4"	10
"1802"	"LMP1"	10
"1803"	"LPAR2"	10
"1804"	"LTB"	10
"1805"	"MACC1"	10
"1806"	"MAP3K13"	10
"1807"	"MCIDAS"	10
"1808"	"ME2"	10
"1809"	"MKP-3"	10
"1810"	"MMP-8"	10
"1811"	"MUC8"	10
"1812"	"NCOA1"	10
"1813"	"NECTIN4"	10
"1814"	"NFKBIB"	10
"1815"	"NPC1L1"	10
"1816"	"NUCLEOLIN"	10
"1817"	"OSGIN1"	10
"1818"	"OSTEOCALCIN"	10
"1819"	"P70"	10
"1820"	"PCK2"	10
"1821"	"PCMT1"	10
"1822"	"PDX1"	10
"1823"	"PHOX2B"	10
"1824"	"PHS"	10
"1825"	"PIF"	10
"1826"	"PLAGL1"	10
"1827"	"PLD2"	10
"1828"	"POLA1"	10
"1829"	"PRDX6"	10
"1830"	"PTP4A3"	10
"1831"	"PUM3"	10
"1832"	"RALA"	10
"1833"	"ROBO4"	10
"1834"	"S100P"	10
"1835"	"SEMA6B"	10
"1836"	"SETBP1"	10
"1837"	"SFMBT1"	10
"1838"	"SFTPA1"	10
"1839"	"SH3BP4"	10
"1840"	"SHP-1"	10
"1841"	"SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 1"	10
"1842"	"SLC22A6"	10
"1843"	"SLC9A9"	10
"1844"	"SNAIL"	10
"1845"	"SNO"	10
"1846"	"SOCS1"	10
"1847"	"SOX7"	10
"1848"	"SREBF2"	10
"1849"	"TCF7"	10
"1850"	"TNKS"	10
"1851"	"TP53BP1"	10
"1852"	"TPCN1"	10
"1853"	"TRANSFERRIN"	10
"1854"	"TRPV4"	10
"1855"	"TTC9"	10
"1856"	"UCP1"	10
"1857"	"UGT1A8"	10
"1858"	"ZAP"	10
"1859"	"ZBTB10"	10
"1860"	"ACPP"	9
"1861"	"ADCYAP1R1"	9
"1862"	"AGGRUS"	9
"1863"	"AMPK"	9
"1864"	"ARK"	9
"1865"	"ARSH"	9
"1866"	"ARSK"	9
"1867"	"AT1"	9
"1868"	"ATG4B"	9
"1869"	"B23"	9
"1870"	"B3GAT2"	9
"1871"	"BATF2"	9
"1872"	"BP-1"	9
"1873"	"C-REACTIVE PROTEIN"	9
"1874"	"C7"	9
"1875"	"CCL7"	9
"1876"	"CCNG2"	9
"1877"	"CD248"	9
"1878"	"CDC37"	9
"1879"	"CDK5R1"	9
"1880"	"CDKL1"	9
"1881"	"CDKN2D"	9
"1882"	"CEBPZ"	9
"1883"	"CHMP1A"	9
"1884"	"CLA"	9
"1885"	"CMPK2"	9
"1886"	"CRABP2"	9
"1887"	"CRYM"	9
"1888"	"CYCLOOXYGENASE-1"	9
"1889"	"DAAM1"	9
"1890"	"DAX-1"	9
"1891"	"DNMT"	9
"1892"	"EBFAZ"	9
"1893"	"EEF1A1"	9
"1894"	"ELASTIN"	9
"1895"	"EMP2"	9
"1896"	"EPOR"	9
"1897"	"FABP4"	9
"1898"	"FAU"	9
"1899"	"FLT3"	9
"1900"	"FPGS"	9
"1901"	"FRACTALKINE"	9
"1902"	"GAK"	9
"1903"	"GC"	9
"1904"	"GCH1"	9
"1905"	"GPX2"	9
"1906"	"GSN"	9
"1907"	"HABP1"	9
"1908"	"HBP1"	9
"1909"	"HHAT"	9
"1910"	"HTRA2"	9
"1911"	"IBSP"	9
"1912"	"ICMT"	9
"1913"	"IL-23"	9
"1914"	"IL4R"	9
"1915"	"INTERFERON GAMMA"	9
"1916"	"INTERLEUKIN 1 BETA"	9
"1917"	"ITGA1"	9
"1918"	"ITGAX"	9
"1919"	"KHSRP"	9
"1920"	"LMW-DSP2"	9
"1921"	"LON"	9
"1922"	"LRPAP1"	9
"1923"	"MAD1"	9
"1924"	"MAR"	9
"1925"	"MARK4"	9
"1926"	"MBD2"	9
"1927"	"MC3R"	9
"1928"	"MEF2"	9
"1929"	"MLLT11"	9
"1930"	"MMP10"	9
"1931"	"MSH"	9
"1932"	"MSR1"	9
"1933"	"MUC5B"	9
"1934"	"MURF-1"	9
"1935"	"NEMO"	9
"1936"	"NERVE GROWTH FACTOR"	9
"1937"	"NF-IL6"	9
"1938"	"NFKB2"	9
"1939"	"NOL3"	9
"1940"	"NOX2"	9
"1941"	"NR4A2"	9
"1942"	"NTSR1"	9
"1943"	"NUT"	9
"1944"	"P-450AROM"	9
